,mass A,,,
t,y,vy,ay,
0.000,7.838E-4,,
0.017,,,
0.033,,,
0.050,,,
0.067,,,
0.083,,,
0.100,,,
0.117,,,
0.133,,,
0.150,,,
0.167,,,
0.183,,,
0.200,,,
0.217,,,
0.233,,,
0.250,,,
0.267,,,
0.283,,,
0.300,,,
0.317,,,
0.333,,,
0.350,,,
0.367,,,
0.383,,,
0.400,,,
0.417,,,
0.433,,,
0.450,,,
0.467,,,
0.483,,,
0.500,,,
0.517,,,
0.533,,,
0.550,,,
0.567,,,
0.583,,,
0.600,,,
0.617,,,
0.633,,,
0.650,,,
0.667,7.838E-4,0.000,
0.683,,,
0.700,,,
0.717,,,
0.733,,,
0.750,,,
0.767,,,
0.783,,,
0.800,,,
0.817,,,
0.833,,,
0.850,,,
0.867,,,
0.883,,,
0.900,,,
0.917,,,
0.933,,,
0.950,,,
0.967,,,
0.983,,,
1.000,,,
1.017,,,
1.033,,,
1.050,,,
1.067,,,
1.083,,,
1.100,,,
1.117,,,
1.133,,,
1.150,,,
1.167,,,
1.183,,,
1.200,,,
1.217,,,
1.233,,,
1.250,,,
1.267,,,
1.283,,,
1.300,,,
1.317,,,
1.333,7.838E-4,0.000,0.000
1.350,,,
1.367,,,
1.383,,,
1.400,,,
1.417,,,
1.433,,,
1.450,,,
1.467,,,
1.483,,,
1.500,,,
1.517,,,
1.533,,,
1.550,,,
1.567,,,
1.583,,,
1.600,,,
1.617,,,
1.633,,,
1.650,,,
1.667,,,
1.683,,,
1.700,,,
1.717,,,
1.733,,,
1.750,,,
1.767,,,
1.783,,,
1.800,,,
1.817,,,
1.833,,,
1.850,,,
1.867,,,
1.883,,,
1.900,,,
1.917,,,
1.933,,,
1.950,,,
1.967,,,
1.983,,,
2.000,7.838E-4,0.000,-2.446E-2
2.017,,,
2.033,,,
2.050,,,
2.067,,,
2.083,,,
2.100,,,
2.117,,,
2.133,,,
2.150,,,
2.167,,,
2.183,,,
2.200,,,
2.217,,,
2.233,,,
2.250,,,
2.267,,,
2.283,,,
2.300,,,
2.317,,,
2.333,,,
2.350,,,
2.367,,,
2.383,,,
2.400,,,
2.417,,,
2.433,,,
2.450,,,
2.467,,,
2.483,,,
2.500,,,
2.517,,,
2.533,,,
2.550,,,
2.567,,,
2.583,,,
2.600,,,
2.617,,,
2.633,,,
2.650,,,
2.667,7.838E-4,-2.854E-2,-1.835E-2
2.683,,,
2.700,,,
2.717,,,
2.733,,,
2.750,,,
2.767,,,
2.783,,,
2.800,,,
2.817,,,
2.833,,,
2.850,,,
2.867,,,
2.883,,,
2.900,,,
2.917,,,
2.933,,,
2.950,,,
2.967,,,
2.983,,,
3.000,,,
3.017,,,
3.033,,,
3.050,,,
3.067,,,
3.083,,,
3.100,,,
3.117,,,
3.133,,,
3.150,,,
3.167,,,
3.183,,,
3.200,,,
3.217,,,
3.233,,,
3.250,,,
3.267,,,
3.283,,,
3.300,,,
3.317,,,
3.333,-3.727E-2,-3.567E-2,1.019E-3
3.350,,,
3.367,,,
3.383,,,
3.400,,,
3.417,,,
3.433,,,
3.450,,,
3.467,,,
3.483,,,
3.500,,,
3.517,,,
3.533,,,
3.550,,,
3.567,,,
3.583,,,
3.600,,,
3.617,,,
3.633,,,
3.650,,,
3.667,,,
3.683,,,
3.700,,,
3.717,,,
3.733,,,
3.750,,,
3.767,,,
3.783,,,
3.800,,,
3.817,,,
3.833,,,
3.850,,,
3.867,,,
3.883,,,
3.900,,,
3.917,,,
3.933,,,
3.950,,,
3.967,,,
3.983,,,
4.000,-4.678E-2,-1.665E-2,7.135E-3
4.017,,,
4.033,,,
4.050,,,
4.067,,,
4.083,,,
4.100,,,
4.117,,,
4.133,,,
4.150,,,
4.167,,,
4.183,,,
4.200,,,
4.217,,,
4.233,,,
4.250,,,
4.267,,,
4.283,,,
4.300,,,
4.317,,,
4.333,,,
4.350,,,
4.367,,,
4.383,,,
4.400,,,
4.417,,,
4.433,,,
4.450,,,
4.467,,,
4.483,,,
4.500,,,
4.517,,,
4.533,,,
4.550,,,
4.567,,,
4.583,,,
4.600,,,
4.617,,,
4.633,,,
4.650,,,
4.667,-5.946E-2,-2.854E-2,-2.650E-2
4.683,,,
4.700,,,
4.717,,,
4.733,,,
4.750,,,
4.767,,,
4.783,,,
4.800,,,
4.817,,,
4.833,,,
4.850,,,
4.867,,,
4.883,,,
4.900,,,
4.917,,,
4.933,,,
4.950,,,
4.967,,,
4.983,,,
5.000,,,
5.017,,,
5.033,,,
5.050,,,
5.067,,,
5.083,,,
5.100,,,
5.117,,,
5.133,,,
5.150,,,
5.167,,,
5.183,,,
5.200,,,
5.217,,,
5.233,,,
5.250,,,
5.267,,,
5.283,,,
5.300,,,
5.317,,,
5.333,-8.483E-2,-5.232E-2,-7.746E-2
5.350,,,
5.367,,,
5.383,,,
5.400,,,
5.417,,,
5.433,,,
5.450,,,
5.467,,,
5.483,,,
5.500,,,
5.517,,,
5.533,,,
5.550,,,
5.567,,,
5.583,,,
5.600,,,
5.617,,,
5.633,,,
5.650,,,
5.667,,,
5.683,,,
5.700,,,
5.717,,,
5.733,,,
5.750,,,
5.767,,,
5.783,,,
5.800,,,
5.817,,,
5.833,,,
5.850,,,
5.867,,,
5.883,,,
5.900,,,
5.917,,,
5.933,,,
5.950,,,
5.967,,,
5.983,,,
6.000,-0.129,-0.126,-0.109
6.017,,,
6.033,,,
6.050,,,
6.067,,,
6.083,,,
6.100,,,
6.117,,,
6.133,,,
6.150,,,
6.167,,,
6.183,,,
6.200,,,
6.217,,,
6.233,,,
6.250,,,
6.267,,,
6.283,,,
6.300,,,
6.317,,,
6.333,,,
6.350,,,
6.367,,,
6.383,,,
6.400,,,
6.417,,,
6.433,,,
6.450,,,
6.467,,,
6.483,,,
6.500,,,
6.517,,,
6.533,,,
6.550,,,
6.567,,,
6.583,,,
6.600,,,
6.617,,,
6.633,,,
6.650,,,
6.667,-0.253,-0.209,-0.108
6.683,,,
6.700,,,
6.717,,,
6.733,,,
6.750,,,
6.767,,,
6.783,,,
6.800,,,
6.817,,,
6.833,,,
6.850,,,
6.867,,,
6.883,,,
6.900,,,
6.917,,,
6.933,,,
6.950,,,
6.967,,,
6.983,,,
7.000,,,
7.017,,,
7.033,,,
7.050,,,
7.067,,,
7.083,,,
7.100,,,
7.117,,,
7.133,,,
7.150,,,
7.167,,,
7.183,,,
7.200,,,
7.217,,,
7.233,,,
7.250,,,
7.267,,,
7.283,,,
7.300,,,
7.317,,,
7.333,-0.408,-0.264,-0.122
7.350,,,
7.367,,,
7.383,,,
7.400,,,
7.417,,,
7.433,,,
7.450,,,
7.467,,,
7.483,,,
7.500,,,
7.517,,,
7.533,,,
7.550,,,
7.567,,,
7.583,,,
7.600,,,
7.617,,,
7.633,,,
7.650,,,
7.667,,,
7.683,,,
7.700,,,
7.717,,,
7.733,,,
7.750,,,
7.767,,,
7.783,,,
7.800,,,
7.817,,,
7.833,,,
7.850,,,
7.867,,,
7.883,,,
7.900,,,
7.917,,,
7.933,,,
7.950,,,
7.967,,,
7.983,,,
8.000,-0.605,-0.367,-2.162E-3
8.017,,,
8.033,,,
8.050,,,
8.067,,,
8.083,,,
8.100,,,
8.117,,,
8.133,,,
8.150,,,
8.167,,,
8.183,,,
8.200,,,
8.217,,,
8.233,,,
8.250,,,
8.267,,,
8.283,,,
8.300,,,
8.317,,,
8.333,,,
8.350,,,
8.367,,,
8.383,,,
8.400,,,
8.417,,,
8.433,,,
8.450,,,
8.467,,,
8.483,,,
8.500,,,
8.517,,,
8.533,,,
8.550,,,
8.567,,,
8.583,,,
8.600,,,
8.617,,,
8.633,,,
8.650,,,
8.667,-0.898,-0.303,9.142E-2
8.683,,,
8.700,,,
8.717,,,
8.733,,,
8.750,,,
8.767,,,
8.783,,,
8.800,,,
8.817,,,
8.833,,,
8.850,,,
8.867,,,
8.883,,,
8.900,,,
8.917,,,
8.933,,,
8.950,,,
8.967,,,
8.983,,,
9.000,,,
9.017,,,
9.033,,,
9.050,,,
9.067,,,
9.083,,,
9.100,,,
9.117,,,
9.133,,,
9.150,,,
9.167,,,
9.183,,,
9.200,,,
9.217,,,
9.233,,,
9.250,,,
9.267,,,
9.283,,,
9.300,,,
9.317,,,
9.333,-1.009,-0.192,0.118
9.350,,,
9.367,,,
9.383,,,
9.400,,,
9.417,,,
9.433,,,
9.450,,,
9.467,,,
9.483,,,
9.500,,,
9.517,,,
9.533,,,
9.550,,,
9.567,,,
9.583,,,
9.600,,,
9.617,,,
9.633,,,
9.650,,,
9.667,,,
9.683,,,
9.700,,,
9.717,,,
9.733,,,
9.750,,,
9.767,,,
9.783,,,
9.800,,,
9.817,,,
9.833,,,
9.850,,,
9.867,,,
9.883,,,
9.900,,,
9.917,,,
9.933,,,
9.950,,,
9.967,,,
9.983,,,
10.000,-1.155,-0.179,2.174E-2
10.017,,,
10.033,,,
10.050,,,
10.067,,,
10.083,,,
10.100,,,
10.117,,,
10.133,,,
10.150,,,
10.167,,,
10.183,,,
10.200,,,
10.217,,,
10.233,,,
10.250,,,
10.267,,,
10.283,,,
10.300,,,
10.317,,,
10.333,,,
10.350,,,
10.367,,,
10.383,,,
10.400,,,
10.417,,,
10.433,,,
10.450,,,
10.467,,,
10.483,,,
10.500,,,
10.517,,,
10.533,,,
10.550,,,
10.567,,,
10.583,,,
10.600,,,
10.617,,,
10.633,,,
10.650,,,
10.667,-1.247,-0.147,3.432E-3
10.683,,,
10.700,,,
10.717,,,
10.733,,,
10.750,,,
10.767,,,
10.783,,,
10.800,,,
10.817,,,
10.833,,,
10.850,,,
10.867,,,
10.883,,,
10.900,,,
10.917,,,
10.933,,,
10.950,,,
10.967,,,
10.983,,,
11.000,,,
11.017,,,
11.033,,,
11.050,,,
11.067,,,
11.083,,,
11.100,,,
11.117,,,
11.133,,,
11.150,,,
11.167,,,
11.183,,,
11.200,,,
11.217,,,
11.233,,,
11.250,,,
11.267,,,
11.283,,,
11.300,,,
11.317,,,
11.333,-1.350,-0.179,-4.004E-2
11.350,,,
11.367,,,
11.383,,,
11.400,,,
11.417,,,
11.433,,,
11.450,,,
11.467,,,
11.483,,,
11.500,,,
11.517,,,
11.533,,,
11.550,,,
11.567,,,
11.583,,,
11.600,,,
11.617,,,
11.633,,,
11.650,,,
11.667,,,
11.683,,,
11.700,,,
11.717,,,
11.733,,,
11.750,,,
11.767,,,
11.783,,,
11.800,,,
11.817,,,
11.833,,,
11.850,,,
11.867,,,
11.883,,,
11.900,,,
11.917,,,
11.933,,,
11.950,,,
11.967,,,
11.983,,,
12.000,-1.486,-0.206,-3.775E-2
12.017,,,
12.033,,,
12.050,,,
12.067,,,
12.083,,,
12.100,,,
12.117,,,
12.133,,,
12.150,,,
12.167,,,
12.183,,,
12.200,,,
12.217,,,
12.233,,,
12.250,,,
12.267,,,
12.283,,,
12.300,,,
12.317,,,
12.333,,,
12.350,,,
12.367,,,
12.383,,,
12.400,,,
12.417,,,
12.433,,,
12.450,,,
12.467,,,
12.483,,,
12.500,,,
12.517,,,
12.533,,,
12.550,,,
12.567,,,
12.583,,,
12.600,,,
12.617,,,
12.633,,,
12.650,,,
12.667,-1.624,-0.224,-9.152E-3
12.683,,,
12.700,,,
12.717,,,
12.733,,,
12.750,,,
12.767,,,
12.783,,,
12.800,,,
12.817,,,
12.833,,,
12.850,,,
12.867,,,
12.883,,,
12.900,,,
12.917,,,
12.933,,,
12.950,,,
12.967,,,
12.983,,,
13.000,,,
13.017,,,
13.033,,,
13.050,,,
13.067,,,
13.083,,,
13.100,,,
13.117,,,
13.133,,,
13.150,,,
13.167,,,
13.183,,,
13.200,,,
13.217,,,
13.233,,,
13.250,,,
13.267,,,
13.283,,,
13.300,,,
13.317,,,
13.333,-1.785,-0.224,4.073E-2
13.350,,,
13.367,,,
13.383,,,
13.400,,,
13.417,,,
13.433,,,
13.450,,,
13.467,,,
13.483,,,
13.500,,,
13.517,,,
13.533,,,
13.550,,,
13.567,,,
13.583,,,
13.600,,,
13.617,,,
13.633,,,
13.650,,,
13.667,,,
13.683,,,
13.700,,,
13.717,,,
13.733,,,
13.750,,,
13.767,,,
13.783,,,
13.800,,,
13.817,,,
13.833,,,
13.850,,,
13.867,,,
13.883,,,
13.900,,,
13.917,,,
13.933,,,
13.950,,,
13.967,,,
13.983,,,
14.000,-1.923,-0.169,8.145E-2
14.017,,,
14.033,,,
14.050,,,
14.067,,,
14.083,,,
14.100,,,
14.117,,,
14.133,,,
14.150,,,
14.167,,,
14.183,,,
14.200,,,
14.217,,,
14.233,,,
14.250,,,
14.267,,,
14.283,,,
14.300,,,
14.317,,,
14.333,,,
14.350,,,
14.367,,,
14.383,,,
14.400,,,
14.417,,,
14.433,,,
14.450,,,
14.467,,,
14.483,,,
14.500,,,
14.517,,,
14.533,,,
14.550,,,
14.567,,,
14.583,,,
14.600,,,
14.617,,,
14.633,,,
14.650,,,
14.667,-2.009,-0.109,1.535E-2
14.683,,,
14.700,,,
14.717,,,
14.733,,,
14.750,,,
14.767,,,
14.783,,,
14.800,,,
14.817,,,
14.833,,,
14.850,,,
14.867,,,
14.883,,,
14.900,,,
14.917,,,
14.933,,,
